Acteur_ID,Acteurs,Act_CDB,Act_CDF,Act_Prenoms,Act_Noms,Act_Sx,Act_DDN,Act_DDD,Act_Prf,Act_Orig
105700,Eve Bartok,1951,1964,Eva,Sjöke,F,1926,199x,R:agreeable,Hu
105701,Victor Seastrom,1913,1957,Victor,Sjostrom,M,1879,1960,R:distinguished,Sw
105702,Lilia Skala,1964,1983,Lilia,Skala,F,,,RU:,Ge
105703,Hal Skelly,1929,1931,Hal,Skelly,M,1891,1934,R:character,Am
105704,Red Skelton,1938,1965,Richard,Skelton,M,1910,1997,R:comedian,Am
105705,Tom Skerritt,1962,1983,Tom,Skerritt,M,1933,199x,RU:,Am
105706,Laurence Harvey,1948,1973,Larushka Mischa,Skikne,M,1928,1973,R:lead,Li
105707,Cornelia Otis Skinner,1944,1967,Cornelia,Skinner,F,1901,1979,RU:,Am
105708,Otis Skinner,1920,1944,Otis,Skinner,M,1858,1942,RU:,Am
105709,Helgi Skulason,1990,,Helgi,Skulason,M,,199x,R:lead,Ic
105710,Richard B. Skull,,,Richard,Skull,M,,199x,RU:,Un
105711,Olga Slade,1928,,Olga,Slade,F,,199x,RU:,Un
105712,Jeremy Slate,1963,1968,Jeremy,Slate,M,1925,199x,R:general purpose,Am
105713,Helen Slater,1984,,Helen,Slater,F,,199x,R:supergirl,
105714,John Slater,1940,1963,John,Slater,M,1916,1975,R:character,Br
105715,Christian Slater,,,Christian,Slater,M,1969,199x,R:rough hero,Un
105716,Richard X. Slattery,,,Richard,Slattery,,,199x,RU:,Un
105717,Betty Blythe,1920,1964,Elizabeth Blythe,Slaughter,F,1893,1972,R:lead,Am
105718,Tod Slaughter,1935,1952,N.Carter,Slaughter,M,1885,1956,R:barnstorming,Br
105719,Walter Slezak,1942,1971,Walter,Slezak,M,1902,1983,R:character,Os
105720,Hana Slikova,1964,,Hana,Slikova,F,,199x,R:shrew,
105721,Olive Sloane,1933,1950,Olive,Sloane,F,1896,1963,R:character,Br
105722,Everett Sloane,1941,1964,Everett,Sloane,M,1909,1965,R:incisive,Am
105723,Susan Shaw,1946,1963,Patsy,Sloots,F,1929,1978,R:charm,Br
105724,Roy Rogers,1938,1975,Leonard,Slye,M,1912,199x,R:singing cowboy,Am
105725,Marya Small,,,Marya,Small,F,,199x,RU:,Un
105726,Mary Pickford,1909,1933,Gladys,Smith,F,1893,1979,R:plucky,Ca
105727,Mona Barrie,1933,1953,Mona,Smith,F,1909,199x,R:lady-like,Au
105728,Dale Evans,1942,1956,Frances Octavia,Smith,F,1912,199x,R:cowgirl,Am
105729,Alma Rubens,1915,1929,Alma,Smith,F,1897,1931,R:silent lead,Am
105730,Alexis Smith,1941,1978,Gladys,Smith,F,1921,1993,R:lead,Am
105731,Brooke Smith,1994,,Brooke,Smith,F,1968,199x,R:sr,Ct
105732,Constance Smith,1947,1955,Constance,Smith,F,1929,199x,R:lead,Br
105733,Lois Smith,1970,1980,Lois,Smith,F,1930,199x,R:character,Am
105734,Maggie Smith,1958,1983,Maggie,Smith,F,1934,199x,R:lead,Br
105735,Rainbeaux Smith,1974,,Cheryl,Smith,F,,199x,RU:,Un
105736,Jaclyn Smith,1978,1982,Jaclyn,Smith,F,,199x,R:California blonde,Am
105737,Kate Smith,1943,,Kate,Smith,F,,199x,RU:,Un
105738,Lane Smith,1978,,Lane,Smith,F,,199x,RU:,Un
105739,Robert Armstrong,1927,1963,Donald Robert,Smith,M,1890,1973,R:tough cop,Am
105740,Art Smith,1944,1951,Art,Smith,M,1899,1973,R:bland,Am
105741,Kent Smith,1942,1973,Kent,Smith,M,1907,1985,R:smooth,Am
105742,Jim Dale,1962,1979,James,Smith,M,1935,1985,R:singer,Br
105743,C.Aubrey Smith,1916,1949,Sir C. Aubrey,Smith,M,1863,1948,R:crusty,Br
105744,Cyril Smith,1933,1956,Cyril,Smith,M,1892,1963,R:henpecked husband,Br
105745,Frank Ellison,1932,1952,Frank Ellison,Smith,M,1910,199x,R:genial,Am
105746,James Ellison,1932,1952,James Ellison,Smith,M,1910,199x,R:genial lead,Am
105747,Jack Pickford,1910,1928,Jack,Smith,M,1896,1933,R:light actor,Ca
105748,Lottie Pickford,,,Lottie,Smith,M,1895,1936,R:light,Ca
105749,Charles Smith,1940,1953,Charles,Smith,M,1920,199x,R:character,Am
105750,Paul Smith,,,Paul,Smith,M,,,R:character,Am
105751,Roger Smith,1956,1970,Roger,Smith,M,1932,199x,R:lead,Am
105752,Mel Smith,1983,1990,Mel,Smith,M,,199x,R:puffy,
105753,Rex Smith,,,Rex,Smith,M,,199x,RU:,Un
105754,William Smith,,,William,Smith,M,,199x,RU:,Un
105755,Charles Martin Smith,1978,1983,Charles,Smith,,,199x,RU:,Un
105756,Terri Susan Smith,,,Terri,Smith,,,199x,RU:,Un
105757,Bubba Smith,1983,,Bubba,Smith,,,199x,RU:,Un
105758,Sonja Smits,,,Sonja,Smits,F,,199x,RU:,Un
105759,Innokenti Smoktunovsky,1960,1975,Innokenti,Smoktunovsky,M,1925,199x,RU:,Ru
105760,Tom Smothers,1974,1982,Tom,Smothers,M,1937,199x,R:light lead,Am
105761,Wesley Snipes,1991,1993,Wesley,Snipes,M,,199x,R:hip,Am
105762,Carrie Snodgrass,1968,1983,Carrie,Snodgrass,F,1946,199x,R:lead,Am
105763,Harriet Hilliard,1936,1951,Peggy Lou,Snyder,F,1914,199x,R:romantic lead,Am
105764,Jimmy `The Greek' Snyder,,,Jimmy,Snyder,,,199x,RU:,Un
105765,Park Jong Sod,,,Park,Sod,,,199x,RU:,Un
105766,Abraham Sofaer,1931,1968,Abraham,Sofaer,M,1896,199x,RU:,Bu
105767,Sojin,1927,,fn,Sojin,M,,199x,R:villain,Ja
105768,Vladimir Sokoloff,1927,1962,Vladimir,Sokoloff,M,1889,1962,R:character,Ru
105769,David Soul,1971,1983,David,Solberg,M,1943,199x,R:lead,Am
105770,P.J. Soles,,,P.J.,Soles,M,,199x,RU:,Un
105771,Ewen Solon,1959,1961,Ewen,Solon,M,1923,199x,R:lead,NZ
105772,Andrew Solt,,,Andrew,Solt,M,,199x,RU:,Un
105773,Suzanne Somers,1973,1980,Suzanne,Somers,F,1946,199x,R:lead,Am
105774,Julie Sommars,,,Julie,Sommars,F,,199x,RU:,Un
105775,Josef Sommer,1978,1982,Josef,Sommer,M,1930,199x,R:character,Am
105776,Gale Sondergaard,1936,1976,Edith,Sondergaard,F,1899,1985,R:tall,Am
105777,Paul Sonkkila,,,Paul,Sonkkila,F,,199x,RU:,Un
105778,Alberto Sordi,1953,1978,Alberto,Sordi,M,1919,199x,R:lead,It
105779,Louise Sorel,1965,1971,Louise,Sorel,F,1944,199x,R:lead,Fr
105780,Linda Sorenson,,,Linda,Sorenson,F,,199x,RU:,Un
105781,Paul Sorvino,1972,1981,Paul,Sorvino,M,1939,199x,R:chubby,Am
105782,Talisa Soto,1989,1992,Talisa,Soto,F,,199x,R:Lustrous,Ct
105783,Catherine Spaak,1960,1975,Catherine,Spaak,F,1945,199x,R:lead,Be
105784,Arthur Space,1942,1980,Arthur,Space,M,1908,1983,R:character,Am
105785,Sissy Spacek,1971,1982,Sissy,Spacek,F,1950,199x,R:tomboyish,Am
105786,Merrie Spaeth,,,Merrie,Spaeth,F,,199x,RU:,Un
105787,Fay Spain,,,Fay,Spain,F,,199x,RU:,Un
105788,Vincent Spano,,,Vincent,Spano,M,,199x,RU:,Un
105789,Ned Sparks,1927,1946,Edward,Sparkman,M,1883,1957,R:hard-boiled,Ca
105790,Camilla Sparv,1966,1969,Camilla,Sparv,F,1943,199x,R:lead,Sw
105791,Hazel Spears,,,Hazel,Spears,F,,199x,RU:,Un
105792,Bruce Spence,,,Bruce,Spence,M,,199x,RU:,Un
105793,George Spencer,,,George,Spencer,M,,199x,RU:,Un
105794,Jeremy Spenser,1948,1966,Jeremy,Spenser,M,1937,199x,R:lead,Br
105795,David Spielberg,1972,1976,David,Spielberg,M,,,R:character,Am
105796,Joe Spinell,,,Joe,Spinell,M,,199x,RU:,Un
105797,Victor Spinetti,1964,1976,Victor,Spinetti,M,1932,199x,R:comic,Br
105798,The Loving Spoonful,,,Loving,Spoonful,,,199x,RU:,Un
105799,G.D. Spradlin,,,G.D.,Spradlin,M,,199x,RU:,Un
105800,Rick Springfield,,,Rick,Springfield,M,,199x,RU:,Un
105801,Joseph Calleia,1931,1963,Joseph,Spurin-Calleia,M,1897,1975,R:sinister humor,Maltese
105802,Ronald Squire,1934,1958,Ronald,Squire,M,1886,1958,R:character,Br
105803,Renee StCyr,1933,1976,Renée,St Cyr,F,1907,199x,R:lead,Fr
105804,Al (`Fuzzy') StJohn,1913,1949,Al,St John,M,1893,1963,R:character,Am
105805,Christopher StJohn,1971,,Christopher,St John,M,,,RU:,Am
105806,Howard StJohn,1950,1969,Howard,St John,M,1905,1974,R:character,Am
105807,Steve Flagg,1953,,Michael,St. Angel,M,,199x,RU:,Or
105808,Michael StAngel,1954,,Michael,St. Angel,M,,199x,RU:,Or
105809,James Stacy,,,James,Stacy,M,,199x,RU:,Un
105810,Frederick Stafford,,1969,Frederick,Stafford,M,1928,1979,R:he-man,Os
105811,Richard Stahl,,,Richard,Stahl,M,,199x,RU:,Un
105812,Leslie Howard,1930,1943,Leslie,Stainer,M,1890,1943,R:romantic intellectual,Hu
105813,Philip Stainton,1947,1956,Philip,Stainton,M,1908,1961,R:surprised expression,Br
105814,James Staley,,,James,Staley,M,,199x,RU:,Un
105815,Sylvester Stallone,1970,1997,Sylvester,Stallone,M,1946,199x,R:solemn-looking,Am
105816,Terence Stamp,1962,1978,Terence,Stamp,M,1940,199x,R:juvenile lead,Br
105817,Enid StampTaylor,1937,1946,Enid,Stamp-Taylor,F,1904,1946,R:character,Br
105818,Lionel Stander,1934,1994,Lionel,Stander,M,1908,199x,R:gravel-voiced,Am
105819,Kay Hammond,1930,1961,Dorothy,Standing,F,1909,1980,R:plummy-voiced,Br
105820,Guy Standing,1933,1937,Sir Guy,Standing,M,1873,1937,RU:,Br
105821,Jiri Stanislav,,,Jiri,Stanislav,M,,199x,RU:,Un
105822,Lora Stanley,,,Lora,Stanley,F,,199x,RU:,Un
105823,Forrest Stanley,,,Forrest,Stanley,M,,199x,RU:,Un
105824,Frank Stanmore,,,Frank,Stanmore,M,,199x,RU:,Un
105825,Gracie Fields,1931,1945,Gracie,Stansfield,F,1898,1979,R:inimitable voice,Br
105826,Harry Dean Stanton,1962,1983,Harry,Stanton,M,1926,,R:character,Am
105827,Vivian Blaine,1942,1983,Vivienne,Stapleton,F,1921,199x,R:vivacious,Am
105828,Maureen Stapleton,1959,1994,Maureen,Stapleton,F,1925,199x,R:character,Am
105829,Richard Wyler,1948,1968,Richard,Stapley,M,1934,199x,R:lead,Am
105830,Koo Stark,,,Koo,Stark,F,,199x,RU:,Un
105831,Graham Stark,1961,1966,Graham,Stark,M,1922,199x,R:comedy,Br
105832,Pauline Starke,1916,1926,Pauline,Starke,F,1901,1977,R:silent,Am
105833,Kay Starr,,,Kay,Starr,F,,199x,RU:,Un
105834,Ringo Starr,,,Ringo,Starr,M,,199x,RU:,Un
105835,Valerie Starrett,,,Valerie,Starrett,F,,199x,RU:,Un
105836,Charles Starrett,1926,1952,Charles,Starrett,M,1904,199x,R:cowboy,Am
105837,Imaelda Staunton,,,Imaelda,Staunton,F,,199x,RU:,Un
105838,Alison Steadman,,,Alison,Steadman,F,,199x,RU:,Un
105839,Anthony Steel,1949,1974,Anthony,Steel,M,1920,199x,R:athletic,Br
105840,Barbara Steele,1958,1965,Barbara,Steele,F,1938,199x,R:frightening,Br
105841,Cathy ODonnell,1946,1959,Ann,Steely,F,1923,1970,R:lead,Am
105842,Mary Steenburgen,1978,1989,Mary,Steenburgen,F,1952,199x,R:pleasant,Am
105843,Simonetta Stefanelli,,,Simonetta,Stefanelli,F,,199x,RU:,Un
105844,Rod Steiger,1951,1982,Rod,Steiger,M,1925,199x,R:burly,Am
105845,George E. Stone,1930,1956,George,Stein,M,1903,1967,R:oppressed little man,Po
105846,Bobby Van,1952,1973,Robert,Stein,M,1930,1980,R:song-and-dance man,Am
105847,Elaine Stewart,1951,1961,Elsy,Steinberg,F,1929,199x,R:lead,Am
105848,David Steinberg,,,David,Steinberg,M,,199x,RU:,Un
105849,Helmut Berger,1969,1977,Helmut,Steinberger,M,1944,199x,R:sinister,Os
105850,John Steiner,,,John,Steiner,M,,199x,RU:,Un
105851,Albert Steinruck,,,Albert,Steinruck,M,,199x,RU:,Un
105852,Carolyn Steller,,,Carolyn,Steller,F,,199x,RU:,Un
105853,Anna Sten,1927,1962,Annel,Stenskaja Sudakevich,F,1908,1993,R:lead,Ru
105854,Inger Stevens,1957,1970,Inger,Stensland,F,1935,1970,R:pert,Sw
105855,Karel Stepanek,1943,1969,Karel,Stepanek,M,1899,1980,R:character,Cz
105856,Susan Stephen,1951,1963,Susan,Stephen,F,1931,199x,R:lead,Br
105857,Ann Stephens,1942,1958,Ann,Stephens,F,1931,199x,R:juvenile,Br
105858,Pamela Stephens,,,Pamela,Stephens,F,,199x,RU:,Un
105859,Martin Stephens,1961,1966,Martin,Stephens,M,1949,199x,R:juvenile,Br
105860,Robert Stephens,1960,1973,Robert,Stephens,M,1931,199x,RU:,Br
105861,Harvey Stephens,1955,,Harvey,Stephens,M,,199x,RU:,Am
105862,Harvey Stephens,1976,,Harvey,Stephens,M,1970,199x,R:weird kid,Am
105863,Pamela Stephenson,1981,1983,Pamela,Stephenson,F,1951,199x,R:lead,NZ
105864,James Stephenson,1938,1941,James,Stephenson,M,1888,1941,R:suave,Br
105865,Ilse Steppat,1947,1969,Ilse,Steppat,F,1917,1969,R:character,Ge
105866,Linda Sterling,,,Linda,Sterling,F,,1991,R:tiger woman,Am
105867,Tisa Sterling,1964,,Tisa,Sterling,F,,199x,R:raven-haired beach bunny,Am
105868,Keystone Kops,1912,1920,Ford,Sterling,G,1912,1920,R:zany comics,Am
105869,Jimmy Sterman,,,Jimmy,Sterman,M,,199x,RU:,Un
105870,Daniel Stern,,,Daniel,Stern,M,,199x,RU:,Un
105871,Erik Stern,,,Erik,Stern,M,,199x,RU:,Un
105872,Tom Stern,,,Tom,Stern,M,,199x,RU:,Un
105873,Frances Sternhagen,,,Frances,Sternhagen,F,,199x,RU:,Un
105874,Barbara Stanwyck,1927,1983,Ruby,Stevens,F,1907,1990,R:durable,Am
105875,Sally Gray,1930,1952,Constance,Stevens,F,1916,199x,R:heroine,Br
105876,Rise Stevens,1941,1947,Rise,Stevens,F,1913,199x,R:opera singer,Am
105877,Steve Brodie,1945,1963,John,Stevens,M,1919,199x,R:tough-looking,Am
105878,Andrew Stevens,1976,1981,Andrew,Stevens,M,1955,199x,R:lead,Am
105879,Leslie Stevens,,,Leslie,Stevens,M,1924,199x,RU:,Am
105880,Ronnie Stevens,1952,1968,Ronnie,Stevens,M,1925,199x,R:comic,Br
105881,Warren Stevens,1951,1968,Warren,Stevens,M,1919,199x,R:general purpose,Am
105882,Casey Stevens,,,Casey,Stevens,M,,199x,RU:,Un
105883,Robert Stevens,,,Robert,Stevens,M,1925,199x,RU:,Un
105884,Morgan Stevens,,,Morgan,Stevens,,,199x,RU:,Un
105885,Housely Stevenson,1942,1952,Housely,Stevenson,M,1879,1953,R:gaunt,Am
105886,Onslow Stevens,1932,1963,Onslow Ford,Stevenson,M,1902,1977,R:character,Am
105887,MacLean Stevenson,,,MacLean,Stevenson,M,,199x,RU:,Un
105888,Alexandra Stewart,1960,1974,Alexandra,Stewart,F,1939,199x,R:lead,Ca
105889,Anita Stewart,1913,1928,Anna May,Stewart,F,1895,1961,R:silent lead,Am
105890,Sophie Stewart,1935,1956,Sophie,Stewart,F,1909,1977,RU:,Br
105891,Alana Stewart,,,Alana,Stewart,F,,199x,RU:,Un
105892,Charlotte Stewart,,,Charlotte,Stewart,F,,199x,RU:,Un
105893,James Stewart,1935,1983,James Maitland,Stewart,M,1908,1997,R:slow drawl,Am
105894,Stewart Granger,1933,1977,James Lablanche,Stewart,M,1913,1993,R:lead,Br
105895,Athole Stewart,1931,1940,Athole,Stewart,M,1879,1940,R:character,Br
105896,Paul Stewart,1941,1978,Paul,Stewart,M,1908,1986,R:sinister roles,Am
105897,Donald Stewart,,,Donald,Stewart,M,,199x,RU:,Un
105898,Catherine Mary Stewart,,,Catherine,Stewart,,,199x,RU:,Un
105899,Patrick Stewart,1990,1997,Patrick,Stewart,,,199x,R:bald evil captain,Br
105900,Sandy Stewart,,,Sandy,Stewart,,,199x,RU:,Un
105901,Ivy StHelier,,,Ivy,StHelier,F,,199x,RU:,Un
105902,Pat Stich,,,Pat,Stich,,,199x,RU:,Un
105903,David Ogden Stiers,1970,1980,David Ogden,Stiers,M,,,R:tall,Am
105904,Hugo Stiglitz,,,Hugo,Stiglitz,M,,199x,RU:,Un
105905,Ben Stiller,1995,,Ben,Stiller,M,,199x,R:sr,Am
105906,Ford Sterling,1926,1935,George F.,Stitch,M,1883,1939,R:comic,Am
105907,Nigel Stock,1938,1975,Nigel,Stock,M,1919,1986,R:character,Br
105908,Walter Stocker,,,Walter,Stocker,M,,199x,RU:,Un
105909,Betty Stockfield,1930,1957,Betty,Stockfield,F,1905,1906,RU:,Br
105910,Dean Stockwell,1945,1982,Dean,Stockwell,M,1938,199x,R:handsome,Am
105911,Guy Stockwell,1965,1976,Guy,Stockwell,M,1936,199x,R:lead,Am
105912,John Stockwell,,,John,Stockwell,M,,199x,RU:,Un
105913,Austin Stoker,,,Austin,Stoker,M,,199x,RU:,Un
105914,Shirley Stoler,,,Shirley,Stoler,F,,199x,RU:,Un
105915,Eric Stoltz,1984,1994,Eric,Stoltz,M,1962,199x,R:stud,
105916,Marianne Stone,1951,1967,Marianne,Stone,F,1920,199x,R:character,Br
105917,Sharon Stone,1981,1997,Sharon,Stone,F,,199x,R:provocative,Am
105918,Ivory Stone,,,Ivory,Stone,F,,199x,RU:,Un
105919,Lewis Stone,1915,1953,Lewis,Stone,M,1879,1953,R:silent lead,Am
105920,Harold J. Stone,1956,1975,Harold,Stone,M,1911,199x,R:character,Am
105921,Milburn Stone,1935,1957,Milburn,Stone,M,1904,1980,R:character,Am
105922,Christopher Stone,,,Christopher,Stone,M,,199x,RU:,Un
105923,Danny Stone,,,Danny,Stone,M,,199x,RU:,Un
105924,Fred Stone,,,Fred,Stone,M,,199x,RU:,Un
105925,Philip Stone,,,Philip,Stone,M,,199x,RU:,Un
105926,Paolo Stoppa,1949,1967,Paolo,Stoppa,M,1906,199x,R:character,It
105927,Cheryl Ladd,1973,1983,Cheryl,Stoppelmoor,F,1951,199x,R:lead,Am
105928,Larry Storch,1963,1972,Larry,Storch,M,1923,199x,R:comic,Am
105929,Ludwig Stossel,1939,1960,Ludwig,Stossel,M,1883,1973,R:character,Os
105930,June Haver,1943,1953,June,Stovenour,F,1926,199x,R:singer,Am
105931,Rose Stradner,1938,1944,Rose,Stradner,F,1913,1958,RU:,Os
105932,Beatrice Straight,1976,1983,Beatrice,Straight,F,1916,199x,R:character,Am
105933,Glenn Strange,1937,1973,Glenn,Strange,M,1899,1973,R:cowboy,Am
105934,Lee Strasberg,1974,1979,Lee,Strasberg,F,1901,1982,R:drama teacher,Am
105935,Susan Strasberg,1955,1983,Susan,Strasberg,F,1938,199x,R:lead,Am
105936,Marcia Strassman,,,Marcia,Strassman,F,,199x,RU:,Un
105937,Dorothy Stratten,1990,1982,Dorothy,Stratten,F,1960,1980,R:playmate,
105938,Peter Strauss,1971,1983,Peter,Strauss,M,1942,199x,R:lead,Am
105939,Robert Strauss,1952,1965,Robert,Strauss,M,1913,1975,R:comedy,Am
105940,Meryl Streep,1977,1983,Mary Louise,Streep,F,1951,199x,R:lead,Am
105941,Harry Reems,1972,,Herbert,Streicher,M,1947,199x,R:stud,
105942,Betta StJohn,1953,1961,Betta,Streidler,F,1930,199x,R:lead,Am
105943,Russel Streiner,,,Russel,Streiner,M,,199x,RU:,Un
105944,Barbra Streisand,1968,1983,Barbara Joan,Streisand,F,1942,199x,R:odd looks,Am
105945,Ray Stricklyn,1956,1965,Ray,Stricklyn,M,1930,199x,R:second lead,Am
105946,John Stride,1963,1975,John,Stride,M,1936,199x,R:supporting,Br
105947,Elaine Stritch,1955,1978,Elaine,Stritch,F,1926,199x,R:comedienne,Am
105948,Woody Strode,1951,1983,Woodrow,Strode,M,1914,199x,R:tall black,Am
105949,Geraldine Brooks,1947,1966,Geraldine,Stroock,F,1925,1977,R:intense,Am
105950,Don Stroud,1968,1979,Don,Stroud,M,1937,199x,R:lead,Am
105951,Annette Stroyberg,1959,,Annette,Stroyberg,F,,199x,R:sr,Ct
105952,John Shepperd,1940,1973,Shepperd,Strudwick,M,1907,1983,R:lead,Am
105953,Sally Ann Struthers,1970,1976,Sally,Struthers,F,1947,199x,R:character,Am
105954,Binkie Stuart,1937,1939,Binkie,Stuart,F,1932,199x,R:child,Br
105955,Barbara Stuart,,,Barbara,Stuart,F,,199x,RU:,Un
105956,Morton Selten,1932,1940,Morton,Stubbs,M,1860,1940,R:distinguished old gentlemen,Br
105957,Richard Styles,,,Richard,Styles,M,,199x,RU:,Un
105958,Madame SulTeWan,1937,,Madame,Sul-Te-Wan,F,,199x,R:black slave,Am
105959,Elsa Lanchester,1928,1976,Elizabeth,Sullivan,F,1902,1986,R:evil,Br
105960,Fred Allen,1935,1953,John F.,Sullivan,M,1894,1956,R:lead,Am
105961,Bonar Colleano,1945,1958,Bonar,Sullivan,M,1924,1958,R:wise-cracking,Am
105962,Francis L. Sullivan,1933,1955,Francis L.,Sullivan,M,1903,1956,R:heavywieight advocate,Br
105963,Ed Sullivan,,,Ed,Sullivan,M,,199x,RU:,Un
105964,Michael Sullivan,,,Michael,Sullivan,M,,199x,RU:,Un
105965,Tom Sullivan,,,Tom,Sullivan,M,,199x,RU:,Un
105966,Frank Sully,1935,1956,Frank,Sully,M,1910,1975,R:farmer,Am
105967,Donna Summer,,,Donna,Summer,F,,199x,RU:,Un
105968,Eleanor Summerfield,1947,1970,Eleanor,Summerfield,F,1921,199x,R:comedienne,Br
105969,Slim Summerville,1927,1946,George J.,Summerville,M,1892,1946,R:lanky,Am
105970,Geoffrey Sumner,1949,1955,Geoffrey,Sumner,M,1908,199x,R:silly ass type,Br
105971,Clinton Sundberg,1946,1967,Clinton,Sundberg,M,1919,199x,R:flustered clerk,Am
105972,Mary Beth Hurt,1982,1982,Mary Beth,Supinger,F,1948,199x,R:lead,Am
105973,Todd Susman,,,Todd,Susman,M,,199x,RU:,Un
105974,Donald Sutherland,1963,1983,Donald,Sutherland,M,1935,199x,R:gaunt,Ca
105975,Kiefer Sutherland,1990,,Kiefer,Sutherland,M,1968,199x,RU:,Am
105976,Dudley Sutton,1963,1971,Dudley,Sutton,M,1933,199x,R:character,Br
105977,Grady Sutton,1932,1966,Grady,Sutton,M,1908,199x,R:vacuous country cousin,Am
105978,John Sutton,1937,1959,John,Sutton,M,1908,1963,R:swashbuckling villain,Br
105979,Frank Sutton,,,Frank,Sutton,M,,199x,RU:,Un
105980,Janet Suzman,1970,1981,Janet,Suzman,F,1939,199x,RU:,SA(frican)
105981,Jack Soo,1960,,Goro,Suzuki,M,1916,1979,R:character,Ja
105982,Bo Svenson,1975,1981,Bo,Svenson,M,1941,199x,R:action lead,Am
105983,Madeleine Robinson,1943,1970,Madeleine,Svoboda,F,1916,199x,RU:,Fr
105984,Dominique Swain,1998,,Dominique,Swain,F,,1982,R:sexy teen,Un
105985,Mack Swain,1914,1932,Mack,Swain,M,1876,1935,R:silent,Am
105986,Robert Swann,,,Robert,Swann,M,,199x,RU:,Un
105987,Maureen Swanson,1953,1963,Maureen,Swanson,F,1932,199x,R:lead,Br
105988,Forrest Swanson,,,Forrest,Swanson,M,,199x,RU:,Un
105989,Gary Swanson,,,Gary,Swanson,M,,199x,RU:,Un
105990,Gladys Swarthout,1935,1939,Gladys,Swarthout,F,1904,1969,R:opera singer,Am
105991,Patrick Swayze,1983,1990,Patrick,Swayze,M,1952,199x,R:hero,Am
105992,Bob Sweeney,1960,,fn,Sweeney,M,,199x,R:warm,Am
105993,Dolph Sweet,1961,1981,Dolph,Sweet,M,,,R:barrel-chested,Am
105994,Gloria Swanson,1915,1974,Josephine,Swenson,F,1897,1983,R:silent lead,Am
105995,Inga Swenson,1961,1979,Inga,Swenson,F,1932,199x,RU:,Am
105996,Stanley Swerdlow,,,Stanley,Swerdlow,M,,199x,RU:,Un
105997,Loretta Swit,1972,1981,Loretta,Swit,F,1937,199x,R:comedy,Am
105998,Carl (`Alfalfa') Switzer,1937,1958,Carl,Switzer,M,1926,1959,R:character,Am
105999,Ken Swofford,1964,1982,Ken,Swofford,M,,,R:burly,Am
106000,Eric Sykes,1961,1983,Eric,Sykes,M,1923,199x,R:comedian,Br
106001,Sylvie,1937,1964,Louise,Sylvain,F,1883,1970,R:character,Fr
106002,William Sylvester,1950,1978,William,Sylvester,M,1922,199x,R:lead,Am
106003,Harold Sylvester,,,Harold,Sylvester,M,,199x,RU:,Un
106004,Donald Symington,,,Donald,Symington,M,,199x,RU:,Un
106005,Sylvia Syms,1956,1974,Sylvia,Syms,F,1934,199x,R:lead,Br
106006,S.Z. Sakall,1916,1954,Eugene Gero,Szakall,M,1884,1955,R:comic character,Hu
106007,Mr. T,,,Mr.,T,M,,199x,RU:,Un
106008,Alice Terry,1916,1928,Alice,Taafe,F,1899,199x,R:silent lead,Am
106009,Kiyoshi Atsumi,1969,1996,Yasuo,Tadoroko,M,1928,1996,RU:,Jp
106010,Sidney Tafler,1946,1977,Sidney,Tafler,M,1916,1979,R:character,Br
106011,George Takei,,,George,Takei,M,,199x,RU:,Un
106012,Lyle Talbot,1917,1987,Lyle,Talbot,M,1902,199x,R:hood,Am
106013,Norma Talmadge,1914,1930,Norma,Talmadge,F,1893,1969,R:lead,Am
106014,Constance Talmadge,1915,1929,Constance,Talmadge,F,1898,1973,R:silent heroine,Am
106015,William Talman,1949,1967,William,Talman,M,1915,1968,R:crook,Am
106016,Tetsuro Tamba,1961,1975,Tetsuro,Tamba,M,1929,199x,RU:,Ja
106017,Russ Tamblyn,1950,1975,Russ,Tamblyn,M,1934,199x,R:buoyant dancer,Am
106018,Zoe Tamerlis,1981,,Zoe,Tamerlis,F,1965,199x,RU:,Un
106019,Akim Tamiroff,1934,1968,Akim,Tamiroff,M,1899,1972,R:character,Ru; Armenian
106020,Mary Tamm,,,Mary,Tamm,F,,199x,RU:,Un
106021,Jessica Tandy,1944,1989,Jessica,Tandy,F,1909,1994,R:dignified charm,Br
106022,Yoki Tani,1957,1966,Yoki,Tani,F,1932,199x,R:lead,Ja
106023,Gerard Oury,1946,1969,Max Gérard,Tannenbaum,M,1919,199x,R:dapper,Fr
106024,Tony Tanner,1964,1966,Tony,Tanner,M,1932,199x,R:light,Br
106025,Colin Tapley,1934,1956,Colin,Tapley,M,1911,199x,R:character,NZ
106026,Sydney Fairbrother,1916,1938,S.,Tapping,M,1873,1941,R:character,Br
106027,Quentin Tarantino,1992,1994,Quentin,Tarantino,M,,199x,R:tough,Am
106028,Lilyan Tashman,1921,1933,Lilyan,Tashman,F,1899,1934,R:silent sophisticate,Am
106029,Reba Tassel,1956,,Reba,Tassel,F,,,R:nice girl,Am
106030,Sharon Tate,1967,1969,Sharon,Tate,F,1943,1969,R:lead,Am
106031,Reginald Tate,1935,1955,Reginald,Tate,M,1896,1955,R:character,Br
106032,Jaques Tati,1949,1974,Jaques,Tati,M,1908,1982,R:pantomimist,Fr
106033,Sven-Bertil Taube,1970,1979,Sven-Bertil,Taube,M,,,R:lead,Sw
106034,Richard Tauber,1931,1945,Richard,Tauber,M,1892,1948,R:operatic tenor,Os
