FilmRef,Film_Nom,Film_Ann,FR_nom,FP_nom,FS_nom,Process,Categorie,F_Rcp
ABW20,The Dark Stairway,1937,D:A.Woods,PN:,SU:,prc,Drame,aw
ArL9,California Straight Ahead,1937,D:Lubin,PN:,SU:,prc,Drame,aw
DSk20,La Habanera,1937,D:Sirk,PN:,SU:,prc,Drame,aw
DSk25,Home is Calling,1937,D:Sirk,PN:,SU:,prc,Drame,aw
MhR5,Lenin in October,1937,D:Romm,PN:,SU:,,Biopic,
MPa3,Gribouille,1937,D:Pagnol,PN:,SU:,prc,"Comédie, Romance",-H
IEn10,Arizona Days,1937,D:English,PN:,SU:,bnw,Western,aw
LoK20,Bulldog Drummond Comes Back,1937,D:L.King,PN:,SU:,bnw,Aventure,"Ser(Bulldog, 11)"
HKo7,One Hundred Men and a Girl,1937,D:Koster,PN:,SU:,prc,Drame,aw
MC2,Drole de Drames,1937,D:Carne,PN:,SU:,bnw,Drame,
NF3,"Think Fast, Mr. Moto",1937,D:N.Foster,P:Wurtzel,St:Fox,bnw,Mystère,
NF4,"Thank You, Mr. Moto",1937,D:N.Foster,P:Wurtzel,St:Fox,bnw,Mystère,
AKi1,Keep Fit,1937,D:Kimmins,PN:,SU:,,Comédie,
AMx1,L'Espoir,1937,D:A.Malraux,P:A.Malraux,SU:,prc,Drame,aw
GrR1,Lancer Spy,1937,D:Ratoff,PU:,St:Fox,bnw,Aventure,H*
JPH1,The Last Train from Madrid,1937,D:J.Hogan,PN:George M. Arthur,St:Paramount,bnw,Drame,H
DvH10,Snow White and the Seven Dwarfs,1937,D:Hand,P:Disney,St:Disney,Tcol,Fantasy,H****
HDc1,Abus de Confiance,1937,D:Decoin,PN:,SU:,prc,Drame,aw
NNo1,River of Unrest,1937,D:N.Nosseck,"PN:Frank King, Maurice King",St:Monogram,bnw,Suspense,(H*)
OtV10,Virginity,1937,D:Vavra,PN:,SU:,prc,Drame,aw
SSS15,A Girl with Ideas,1937,"D:S.Simon,",PN:,SU:,bnw,Drame,
H,The Trail of the Lonesome Pine,1936,D:Hathaway,P:Wanger,St:Paramount,Tcol,Western,
NT44,The Big Broadcast of 1936,1936,D:Taurog,PN:Ben Glazer,St:Paramount,bnw,Musicale,H*
RdR53,Broadway Melody of 1936,1936,D:DeLRuth,P:Considine,St:MGM,bnw,Musicale,"AAN, H**"
H28,Secret Agent,1936,D:Hitchcock,"P:Balcon, Montagu","St:Gaumont Lime Grove, SD:G.F.D.",bnw,Suspense,
H29,Sabotage,1936,D:Hitchcock,"P:Balcon, Montague","St:Lime Grove, SD:G.F.D.",bnw,Suspense,H***
JaC40,Sutter's Gold,1936,D:Cruze,PN:,SU:,prc,Drame,aw
JCw62,Libeled Lady,1936,D:Conway,PN:Lawrence Weingarten,St:MGM,bnw,Romance,"F77,H**, AAN"
CDM64,The Plainsman,1936,D:DeMille,P:Zukor,S:Paramount,bnw,Western,
GBS92,The Last of the Mohicans,1936,D:Seitz,PN:Edward Small,St:Reliance,bnw,"Drame, Western",H
GBS93,A Family Affair,1936,D:Seitz,PN:,St:MGM,bnw,Drame,H
AK78,Rembrandt,1936,D:A.Korda,P:A.Korda,St:London Films,prc,Drame,aw
CC77,Modern Times,1936,D:Chaplin,P:Chaplin,SL:USA,bnw,Drame,H***
ASa41,Winterset,1936,D:Santell,PN:,SU:,,Drame,aw
SG30,Le Roman d'un Tricheur,1936,D:Guitry,PN:,SU:,prc,Comédie,aw
HK56,Way Down East,1936,D:H.King,PN:Winfield Sheehan,St:Fox,bnw,Drame,H
HK58,Lloyd's of London,1936,D:H.King,P:D.F.Zanuck,St:Fox,bnw,Historique,H**
HK63,Ramona,1936,D:H.King,PN:,St:Fox,prc,Drame,aw
BsK95,Grand Slam Opera,1936,D:Keaton,PN:,St:Povert Row's Educational Pictures,bnw,Drame,
FLl75,Under Two Flags,1936,D:F.Lloyd,PN:,St:Fox,bnw,Aventure,[47]
IF79,The Prisoner of Shark Island,1936,D:J.Ford,P:D.F.Zanuck,St:Fox,bnw,Historique,H**
RyB17,The Garden of Allah,1936,D:Boleslawski,P:Selznick,St:U.A.,Tcol,Drame,North Africa
RyB18,The Three Godfathers,1936,D:Boleslawski,P:J.Mankiewicz,St:MGM,prc,Western,H-
KV40,Stella Dallas,1936,D:K.Vidor,P:S.Goldwyn,St:Goldwyn,bnw,Drame,H*
TB70,The Devil Doll,1936,D:T.Browning,PN:,SU:,,Horreur,aw
WAS85,The Moon's Our Home,1936,D:Seiter,PN:,SU:,prc,Comédie,aw
WvD56,San Francisco,1936,D:VanDyke,PN:John Emerson,St:MGM,bnw,Catastrophe,H****
WvD57,Love on the Run,1936,D:VanDyke,PN:,SU:,prc,"Comédie, Romance",
WvD58,Rose Marie,1936,D:VanDyke,P:Stromberg,St:MGM,bnw,Musicale,
WvD60,After The Thin Man,1936,D:VanDyke,P:Stromberg,St:MGM,bnw,Comédie,H**
AlP50,Blind Man's Bluff,1936,D:Albert Parker,PN:,St:British Fox,bnw,Drame,H
C106,Charge of the Light Brigade,1936,D:Curtiz,"P:Wallis, Bischoff",St:Warners,,Aventure,H***
FL19,Fury,1936,D:F.Lang,P:J.Mankiewicz,St:MGM,bnw,Drame,H***
GF170,Suzy,1936,D:Fitzmaurice,PN:Louis D. Lighton,St:MGM,bnw,Drame,
JuD7,La Belle Equipe,1936,D:Duvivier,PN:,SU:,prc,Drame,aw
CBw31,The Gorgeous Hussy,1936,D:Cl.Brown,P:J.L.Mankiewicz,St:MGM,bnw,"Romance, Biopic",H*
CBw32,Wife vs Secretary,1936,D:Cl.Brown,PN:,St:MGM,bnw,"Romance, Comédie",
FB39,Desire,1936,D:Borzage,P:Lubitsch,SU:,bnw,Romance,
FB40,Hearts Divided,1936,D:Borzage,P:Harry Joe Brown,St:Warners,bnw,Romance,
JWH75,The Bohemian Girl,1936,D:Horne,PN:,SU:,prc,Comédie,
EHG30,Next Time We Love,1936,D:E.H.Griffth,P:Paul Kohner,St:Universal,bnw,Drame,aw
KMz25,Osaka elegy,1936,D:Mizoguchi,PN:,SU:,prc,Drame,aw
KMz26,Sisters of the Gion,1936,D:Mizoguchi,PN:,SU:,prc,Drame,aw
RC13,The Ghost Goes West,1936,D:Clair,PN:,"St:London, Goldwyn",bnw,Comédie,[47]
W70,Small Town Girl,1936,D:Wellman,PN:Hunt Stromberg,St:MGM,bnw,Drame,aw
JR45,Les Bas Fonds,1936,D:J.Renoir,PN:,SU:,prc,Drame,aw
WKH50,Fire over England,1936,D:W.K.Howard,PN:,"St:Pendennis, London",bnw,Drame,[47]
WKH52,The Princess Comes Across,1936,D:W.K.Howard,PN:,SU:,bnw,Comédie,aw
EG14,That Certain Woman,1936,D:E.Goulding,PN:,SU:,prc,Drame,aw
GLC12,My Man Godfrey,1936,D:LaCava,PN:Charles R. Rogers,St:Universal,bnw,Comédie,
IGB45,Great Guy,1936,D:Blystone,PN:Douglas Maclean,S:Great National,bnw,"Action, Drama, Crime, Policier",
IrC73,Poor Little Rich Girl,1936,D:I.Cummings,PN:,SU:,bnw,Romance,
IrC74,Little Miss Broadway,1936,D:I.Cummings,PN:,SU:,bnw,Drame,
LM15,Anything Goes,1936,D:Milestone,PN:Benjamin Glazer,St:Paramount,bnw,Musicale,H**
LM16,The General died at Dawn,1936,D:Milestone,PN:,SU:,prc,Drame,aw
S17,The King Steps Out,1936,D:Sternberg,PN:,St:Columbia,bnw,Musicale,
S18,Crime and Punishment,1936,D:Sternberg,PN:,SU:,prc,Drame,aw
ThD20,The High Command,1936,D:Dickinson,PN:,SU:,bnw,Drame,
WW41,These Three,1936,D:Wyler,PU:,SU:,bnw,Drame,
WW42,Dodsworth,1936,D:Wyler,P:S.Goldwyn,St:Goldwyn,bnw,Drame,"AAN, AAN dir"
AM18,The Petrified Forest,1936,D:Mayo,P:Blanke,St:Warners,bnw,Drame,H**
AM20,Gambling Lady,1936,D:Mayo,PN:,SU:,prc,Drame,aw
FC26,Mr. Deeds Goes to Town,1936,D:Capra,P:Capra,St:Columbia,bnw,Romance,"AAN dir, H***, AAN"
HH19,Road to Glory,1936,D:Hawks,PN:,SU:,prc,Drame,aw
RVL16,Love From A Stranger,1936,D:R.V.Lee,PN:Max Schach,St:Trafalgar,bnw,Suspense,H*
RyT40,Roaring West,1936,D:Ray Taylor,PN:,SU:,prc,Western,aw
WlD29,Satan Met A Lady,1936,D:Dieterle,P:Blanke,St:Warners,bnw,Suspense,H*
DaB11,Captain January,1936,D:Butler,P:D.F.Zanuck,St:Fox,bnw,Musicale,H*
DAz27,Craig's Wife,1936,D:Arzner,PN:,SU:,bnw,Drame,aw
LoM12,The Man Who Could Work Miracles,1936,D:Mendes,P:A.Korda,SL:London,bnw,Drame,
MLR18,Anthony Adverse,1936,D:M.LeRoy,PN:Henry Blanke,St:Warners,bnw,Aventure,"AAN, H*"
MLR19,Three Men on a Horse,1936,D:M.LeRoy,PN:,SU:,prc,Drame,aw
MLR20,They Won't Forget,1936,D:M.LeRoy,PN:,SU:,prc,Drame,aw
RFl33,Hollywood Boulevard,1936,D:Florey,PN:A.M. Botsford,St:Paramount,bnw,Drame,H*
REn18,China Clipper,1936,D:Enright,P:Bischoff,St:Warners,bnw,Drame,H*
REn20,Earthworm Tractors,1936,D:Enright,P:Bischoff,St:Warners,bnw,Comédie,H
RZL20,The Great Ziegfeld,1936,D:Leonard,P:Stromberg,St:MGM,bnw,"Musicale, Biopic","H**, AA, AAN dir"
VrS27,The Iron Duke,1936,D:V.Saville,PN:,SL:US,,Drame,
HLa35,Charlie Chan at the Circus,1936,D:Lachman,PN:,St:Fox,bnw,"Mystère, Comédie",
HLa40,Our Relations,1936,D:Lachman,PN:,SU:,prc,Drame,aw
NT45,Strike Me Pink,1936,D:Taurog,P:S.Goldwyn,St:Goldwyn,bnw,Comédie,H*
RTh3,Tarzan Escapes,1936,D:R.Thorpe,P:Zimbalist,St:MGM,bnw,Aventure,H**
ICr24,Little Lord Fauntleroy,1936,D:Cromwell,P:Selznick,St:Selznick,bnw,Drame,aw
ICr25,Banjo on my Knee,1936,D:Cromwell,P:Nunally J.,St:Fox,bnw,"Comédie, Musicale",H**
LMC13,The Milky Way,1936,D:McCarey,P:H.Lloyd,St:Paramount,bnw,Drame,H*
McR40,Busman's Holiday,1936,D:Rogers,PN:,SU:,prc,Drame,aw
RdR52,Born to Dance,1936,D:delRuth,P:Cummings,St:MGM,bnw,Musicale,H*
RM9,The Gay Desperado,1936,D:Mamoulian,PN:,St:U.A.,,Drame,
WTh10,The Jungle Princess,1936,D:Thiele,PN:E.Lloyd Sheldon,St:Paramount,bnw,Aventure,H*
GC14,Sylvia Scarlett,1936,D:Cukor,P:Berman,St:RKO,bnw,Comédie,
GC15,Romeo and Juliet,1936,D:Cukor,P:Thalberg,St:MGM,bnw,Drame,"AAN, H*"
GC16,Camille,1936,D:Cukor,"PN:Thalberg, Bernard Hyman",St:MGM,bnw,Drame,H**
GC17,Holiday,1936,D:Cukor,PN:Everett Riskin,St:Columbia,bnw,Romance,H***
IB8,Broken Blossoms,1936,D:Brahm,PN:Julius Hagen,St:Twickenham,bnw,Drame,aw
JW11,Show Boat,1936,D:Whale,P:Laemmle jr,St:Universal,bnw,Musicale,H***
MSa8,Follow the Fleet,1936,D:Sandrich,P:Berman,St:RKO,bnw,Musicale,H**
MSa9,A Woman Rebels,1936,D:Sandrich,P:Berman,St:RKO,bnw,Drame,
GeK5,"Sweeny Todd, the Demon Barber of Fleet Street",1936,D:G.King,P:G.King,SU:,bnw,Drame,H*
MBa27,Keep Your Seats Please,1936,D:Banks,PN:Basil Dean,St:ATP,bnw,Comédie,H*
WCM6,Things To Come,1936,D:Menzies,P:A.Korda,St:London,bnw,Drame,H****
AL8,Mayerling,1936,D:Litvak,PN:,SL:Fr,prc,Drame,aw
FBu10,Fang and Claw,1936,D:Buck,PN:,SU:,prc,Drame,aw
HBH10,Charlie Chan at the Racetrack,1936,D:Humberstone,PN:,St:Fox,,"Mystère, Comédie",
HBH15,Charlie Chan at the Opera,1936,D:Humberstone,PN:,St:Fox,,"Mystère, Comédie",
HHa15,Go West Young Man,1936,D:Hathaway,PN:Emanuel R. Cohen,St:Paramount,bnw,Romance,H
PCz25,As You Like It,1936,D:Czinner,P:Joseph M. Schenk,St:Fox British,bnw,Comédie,H*
RoS3,Tudor Rose,1936,D:Stevenson,PN:Michael Balcon,"St:GFD, Gainsborough",bnw,Biopic,H*
RoS4,The Man Who Changed His Mind,1936,D:Stevenson,PN:,SU:,prc,Drame,aw
StR10,The Ex-Mrs. Bradford,1936,D:S.Roberts,PN:Edward Kaufman,St:MGM,bnw,Comédie,H*
VrM30,Good Morning Boys,1936,D:Mr.Varnel,PN:,SU:,prc,Drame,aw
WmK14,Bullets or Ballots,1936,D:Keighley,PU:,S:Warners,col,Drame,aw
WmK15,The Singing Kid,1936,D:Keighley,PN:Robert Lord,St:Warners,bnw,Musicale,H
WmK16,The Green Pastures,1936,D:Keighley,PN:Henry Blanke,St:Warners,prc,Musicale,H****
GSt5,Swing Time,1936,D:G.Stevens sr.,P:Berman,St:RKO,bnw,Musicale,H**
ML8,Thirteen Hours by Air,1936,D:Leisen,PN:E.Lloyd Sheldon,St:Paramount,bnw,Drame,H*
DSk15,Das Hofkonzert,1936,D:Sirk,PN:,SU:,prc,Drame,H-
GvM10,Intermezzo,1936,D:Molander,PN:,SU:,prc,Romance,aw
CMA2,Soak the Rich,1936,D:MacArthur,PN:,SU:,prc,Drame,aw
CMA3,Once in a Blue Moon,1936,D:MacArthur,PN:,SU:,prc,Drame,aw
BDH10,The Tenth Man,1936,D:Hurst,PN:,St:BIP,bnw,Drame,H
EMv10,Speed,1936,D:E.Marvin,PN:,St:MGM,bnw,"Romance, Action",H-
FkS10,Flash Gordon,1936,D:Stephani,PN:Henry MacRae,St:Univeral,bnw,SciFi,aw
FMD3,Isle of Fury,1936,D:F.McDonald,PU:,S:Warners,col,Aventure,aw
GDo2,Bored of Education,1936,D:G.Douglas,P:Roach,SU:,bnw,Comédie,AA
HCP1,Beloved Enemy,1936,D:Porter,PN:George Haight,St:Goldwyn,bnw,Romance,H*
HeM10,His Lordship,1936,D:Mason,PN:,SU:,prc,Drame,aw
HKo6,Three Smart Girls,1936,D:Koster,PN:,SU:,prc,Romance,aw
HWa1,Night Mail,1936,D:Watt,PN:,SU:,prc,Drame,aw
HWa5,Nine Men,1936,D:Watt,PN:,SU:,prc,Drame,aw
JFll,We're Only Human,1936,D:Flood,PN:,SU:,bnw,Drame,H
LaH10,Dracula's Daughter,1936,D:Hillyer,PN:E.M. Asher,St:Universal,bnw,Horreur,aw
NF1,I Cover Chinatown,1936,D:N.Foster,PN:,SU:,,Mystère,
VtH5,Kreuzer Sonata,1936,D:Harlan,PN:,SL:Germany,,Drame,
WCl1,Man Hunt,1936,D:Clemens,PN:,SU:,prc,Drame,aw
WCl5,Here Comes Carter,1936,D:Clemens,PN:,SU:,prc,Drame,aw
WFo10,Burgtheater,1936,D:Forst,PU:,SU:,prc,Drame,
WlH10,Bunker Bean,1936,D:W.Hamilton,PN:,St:RKO,bnw,Comédie,aw
xWi1,Charlie Chan's Secret,1936,D:Wiles,PN:,St:Fox,bnw,Comédie,
H27,The 39 Steps,1935,D:Hitchcock,"P:Balcon, Montagu","St:Gaumont Lime Grove, SD:G.F.D.",bnw,Suspense,H****
ThB70,The Old Curiosity Shop,1935,D:Bentley,PN:,SU:,bnw,Drame,
AEG41,Dangerous,1935,D:A.E.Green,PN:Harry Joe Brown,St:Warners,bnw,Drame,H*
AEG50,The Gracie Allen Murder Case,1935,D:A.E.Green,PN:,SU:,bnw,Mystère,
JCw61,A Tale of Two Cities,1935,D:Conway,PN:Selznick,St:MGM,bnw,Drame,"H**, AAN, [47]"
CDM60,The Crusades,1935,D:DeMille,PN:,SU:,prc,Drame,aw
GBS90,The Woman in his Life,1935,D:Seitz,PN:,St:MGM,,Drame,aw
ASa39,People Will Talk,1935,D:Santell,PN:,SU:,bnw,Comédie,H
SG25,Bonne Chance,1935,D:Guitry,PN:,SU:,prc,Drame,aw
JqF40,La Kermesse Heroique,1935,D:Feyder,PN:,St:Tobis,bnw,Comédie,H**
SFr50,Dark Angel,1935,D:S.Franklin,PN:,SU:,prc,Drame,aw
BsK90,One-Run Elmer,1935,D:Keaton,PN:,St:Povert Row's Educational Pictures,bnw,Drame,
BsK91,Tars and Stripes,1935,D:Keaton,PN:,St:Povert Row's Educational Pictures,bnw,Drame,
FLl70,Mutiny on the Bounty,1935,D:F.Lloyd,P:Irving Thalberg,St:MGM,cld,Drame,"AA, AAN dir [8], H***"
IF76,The Whole Town's Talking,1935,D:J.Ford,PN:Lester Cowan,S:Columbia,bnw,Drame,aw
IF77,The Informer,1935,D:J.Ford,PN:Cliff Reid,St:RKO,bnw,Drame,"AAN, AA dir, H***"
IF78,Steamboat Round the Bend,1935,D:J.Ford,P:Sol M. Wurtzel,St:Fox,bnw,Drame,H*
ISR30,Our Little Girl,1935,D:Robertson,PN:Edward Butcher,St:Fox,bnw,Horreur,
RyB11,Clive of India,1935,D:Boleslawski,PN:,SU:,prc,Drame,aw
RyB12,Les Misérables,1935,D:Boleslawski,P:D.F.Zanuck,St:20th Century,bnw,Drame,"AAN, H****"
RyB14,Metropolitan,1935,D:Boleslawski,P:D.F.Zanuck,St:Fox,bnw,Musicale,H*
RyB16,Theodora Goes Wild,1935,D:Boleslawski,PN:,SU:,prc,Drame,aw
IMS30,The Magnificent Obsession,1935,D:Stahl,P:Stahl,St:Universal,bnw,Romance,H**
KV38,The Wdding Night,1935,D:K.Vidor,PU:,St:Goldwyn,bnw,Drame,H*
TB67,The Mark of the Vampire,1935,D:Dr{T.Browning,PN:E.J. Mannix,St:MGM,bnw,Horreur,H*
WAS82,If Only You Could Cook,1935,D:Seiter,PU:,St:Columbia,bnw,Comédie,H
WAS83,Roberta,1935,D:Seiter,P:Berman,St:RKO,"bnw,Tcol",Musicale,H*
WvD53,Naughty Marietta,1935,D:VanDyke,P:Stromberg,St:MGM,bnw,Musicale,"H**, AAN"
WvD54,I Live My Life,1935,D:VanDyke,PN:,SU:,prc,"Comédie, Romance",
C101,Black Fury,1935,D:Curtiz,PN:,SU:,bnw,Drame,aw
C102,Front Page Woman,1935,D:Curtiz,PN:,SU:,bnw,Drame,aw
C104,Captain Blood,1935,D:Curtiz,PN:Harry Joe Brown,St:Warners,bnw,Aventure,"AAN, H**"
JuD6,Le Golem,1935,D:Duvivier,PN:,SU:,prc,Drame,aw
CBw29,Anna Karenina,1935,D:Cl.Brown,P:Selznick,St:MGM,bnw,Drame,H**
CBw30,Ah Wilderness,1935,D:Cl.Brown,PN:,St:MGM,bnw,Comédie,
JWH70,Bonnie Scotland,1935,D:Horne,P:Roach,St:MGM,bnw,Comédie,H**
SW10,A Night at the Opera,1935,D:S.Wood,P:Thalberg,St:MGM,bnw,Comédie,"F31,H****"
VF38,Bombshell,1935,D:V.Fleming,PN:,St:MGM,bnw,"Comédie, Romance",
VF39,Reckless,1935,D:V.Fleming,P:Selznick,St:MGM,bnw,Biopic,H
SeH48,Vintage Wine,1935,D:Se.Hicks,PN:,SU:,prc,Drame,aw
WR86,The Gilded Lily,1935,D:Ruggles,PN:Albert Lewis,St:Paramount,bnw,Romance,H*
AC20,The Great Impersonation,1935,D:Crosland,PN:Edmund Grainger,St:Universal,bnw,Aventure,H*
KGr40,Abdul the Damned,1935,D:Grune,PN:,SL:GB,,Drame,
KGr50,Pagliacci,1935,D:Grune,PN:,SL:GB,,Drame,
TWh20,The Murder Man,1935,D:Whelan,PN:Harry Rapf,St:MGM,bnw,Suspense,H*
W66,Call of the Wild,1935,D:Wellman,P:D.F.Zanuck,St:20th Century,bnw,Aventure,H*
JR40,Le Crime de Monsieur Lange,1935,D:J.Renoir,PN:,SU:,prc,Drame,aw
WKH44,"Vanessa, her Love Story",1935,D:W.K.Howard,P:Selznick,St:MGM,bnw,Drame,H
WKH45,Mary Burns Fugitive,1935,D:W.K.Howard,P:Wanger,St:Paramount,bnw,Drame,aw
AES70,Diamond Jim,1935,D:A.E.Sutherland,P:Grainger,St:Universal,bnw,Comédie,H*
EG13,The Flame Within,1935,D:E.Goulding,P:E.Goulding,SU:,prc,Drame,aw
GLC11,She Married Her Boss,1935,D:LaCava,PN:,SU:,,Comédie,
IrC66,It's a Small World,1935,D:I.Cummings,PN:,SU:,bnw,Drame,
IrC67,Curly Top,1935,D:I.Cummings,"PN:D.F.Zanuck, Winfield Sheehan",St:Fox,bnw,Romance,H*
LM14,Paris in the Spring,1935,D:Milestone,PN:,SU:,prc,Drame,
S16,The Devil is a Woman,1935,D:Sternberg,PN:,St:Paramount,bnw,Drame,aw
WW38,The Good Fairy,1935,D:Wyler,PN:,SU:,prc,Drame,aw
AM16,Go Into Your Dance,1935,D:Mayo,PN:,SU:,prc,Drame,aw
LlB45,Devil Dogs of the Air,1935,D:Bacon,PN:,St:Warners,prc,Drame,aw
RVL14,The Three Musketeers,1935,D:R.V.Lee,PN:,SU:,,Aventure,
WlD24,A Midsummernight's Dream,1935,D:Dieterle,PN:Max Reinhardt,St:Warners,bnw,Fantasy,"H***, AAN, [47]"
WlD25,The Story of Louis Pasteur,1935,D:Dieterle,PN:,SU:,,Biopic,
CBm90,The Man on The Flying Trapeze,1935,D:Bruckman,PN:,SU:,prc,Drame,aw
DaB8,The Littlest Rebel,1935,D:Butler,PN:B.G. deSylva,St:Fox,bnw,Romance,H
DaB9,The Little Colonel,1935,D:Butler,PN:B.G. deSylva,St:Fox,"bnw, col",Romance,H**
Ftu25,The Glass Key,1935,D:Tuttle,PN:E.Llloyd Sheldon,St:Paramount,bnw,Suspense,H**
JTg4,Charlie Chan in Shanghai,1935,D:Tinling,PN:,St:Fox,bnw,"Mystère, Comédie",
JTg5,Under the Pampas Moon,1935,D:Tinling,PN:,St:Fox,bnw,Aventure,H
LwS130,Charlie Chan in Paris,1935,D:Seiler,PN:,St:Fox,bnw,"Mystère, Comédie",
MLR16,I Found Stella Parrish,1935,D:M.LeRoy,PN:,St:Warners,bnw,Drame,H
MLR17,Oil For The Lamps of China,1935,D:M.LeRoy,PN:Robert Lord,St:Warners,bnw,Drame,H*
RFl28,The Raven,1935,D:Florey,PN:,St:Universal,bnw,Drame,
RFl30,The Woman in Red,1935,D:Florey,PN:,St:Warners,bnw,Drame,H
RZL19,Riff Raff,1935,D:Leonard,P:Thalberg,St:MGM,bnw,Comédie,H*
YOz22,An Inn in Tokyo,1935,D:Ozu,PN:,SU:,bnw,Drame,
HLa30,Dante's Inferno,1935,D:Lachman,PN:,SU:,prc,Drame,aw
NT40,Mrs. Wiggs of the Cabbage Patch,1935,D:Taurog,PN:Douglas MacLean,St:Paramount,bnw,Drame,H*
TG11,China Seas,1935,D:Garnett,PN:,St:MGM,cld,"Romance, Aventure",aw
WaF25,Bulldog Jack,1935,D:W.Forde,P:Balcon,St:Gaumont,bnw,Aventure,H*
AD40,Aerograd,1935,D:Dovzhenko,PN:,"St:Mosfilm, Ukrainfilm",bnw,Action,H**
LMC12,Ruggles of Red Gap,1935,D:McCarey,PN:Arthur Hornblow jr.,St:Paramount,bnw,"Comédie, Western","AAN, H**"
RdR48,Folies Bergere,1935,D:delRuth,"P:William Goetz, R.Griffith",St:20th Cent.,bnw,Musicale,H***
RdR50,Thanks a Million,1935,D:delRuth,PN:,SU:,prc,Drame,aw
RM8,Becky Sharp,1935,D:Mamoulian,PN:Kenneth MacGowan,St:RKO,Tcol,Drame,H**
Z4920,Symphony in Black,1935,D:Unknown49,PN:,SU:,prc,Musicale,aw
BDn13,Lorna Doone,1935,D:Dean,PN:,SU:,prc,Drame,aw
JPa40,"Sing, Sister, Sing",1935,D:Parrott,PU:,SU:,bnw,Drame,H-
JW9,The Bride of Frankenstein,1935,D:Whale,P:Laemmle jr,St:Universal,bnw,Horreur,H****
JW10,Remember Last Night,1935,D:Whale,PN:,SU:,prc,Drame,aw
MSa7,Top Hat,1935,D:Sandrich,P:Berman,St:RKO,bnw,Musicale,"H****, AAN"
JWR9,Ace of Aces,1935,D:J.W.Ruben,PN:Sam Jaffe,St:RKO,bnw,"Drame, Aventure","mil.inst, France; airplanes; T(1916)"
JWR12,Java Head,1935,D:J.W.Ruben,PN:Basil Dean,St:ATP,bnw,Drame,H*
JWR13,Public Hero Number One,1935,D:J.W.Ruben,PN:Lucien Hubbard,St:MGM,bnw,"Action, Drama, Crime, Policier",H
MBa25,No Limit,1935,D:Banks,PN:,SU:,prc,Drame,aw
StW10,Werewolf of London,1935,D:S.Walker,PN:Stanley Bergerman,St:Universal,bnw,Horreur,H*
AlH10,Going to Town,1935,D:A.Hall,PN:,SU:,prc,Drame,aw
EBz20,Transient Lady,1935,D:Buzzell,PN:,SU:,prc,Drame,aw
ElN5,She Loves Me Not,1935,D:Nugent,PN:Benjamin Glazer,St:Paramount,bnw,Musicale,H*
ELM8,The Casino Murder Case,1935,D:E.Marin,PN:,SU:,,Mystère,
HeE10,Scrooge,1935,D:H.Edwards,PN:,SU:,bnw,Drame,aw
HHa12,Lives of a Bengal Lancer,1935,D:Hathaway,PN:Louis D. Lighton,St:Paramount,bnw,Aventure,"H**, AAN, AAN dir"
HHa13,Peter Ibbetson,1935,D:Hathaway,PN:,SU:,,Fantasy,
IrP3,She,1935,D:Pichel,P:M.C.Cooper,St:RKO,bnw,Epic,
KFr10,Mad Love,1935,D:Freund,P:Considine,St:MGM,bnw,Horreur,aw
PCz20,Escape Me Never,1935,D:Czinner,PN:,SU:,prc,Romance,aw
SLa3,King of Burlesque,1935,D:Lanfield,P:MacGowan,St:Fox,bnw,Musicale,
StR8,Star of Midnight,1935,D:S.Roberts,PN:,SU:,prc,Drame,aw
StR9,The Man Who Broke the Bank at Monte Carlo,1935,D:S.Roberts,PN:,SU:,prc,Drame,aw
WmK11,G-men,1935,D:Keighley,PN:,St:Warners,prc,Drame,aw
ZK2,Sanders of the River,1935,D:Z.Korda,P:A.Korda,SU:,bnw,Drame,
GSt2,Alice Adams,1935,D:G.Stevens sr.,P:Berman,St:RKO,bnw,Comédie,"AAN, H**"
GSt3,Annie Oakley,1935,D:G.Stevens sr.,PN:,SU:,bnw,"Comédie, Western",
GSt4,The Nitwits,1935,D:G.Stevens sr.,PN:,St:RKO,bnw,Comédie,H
MCC12,The Last Days of Pompeii,1935,D:M.C.Cooper,P:M.C.Cooper,St:RKO,bnw,Epic,"H*, [47]"
ML6,Hands Across the Table,1935,D:Leisen,"PN:E.Lloyd Sheldon, Ernst Lubitsch",St:Paramount,bnw,"Romance, Comédie",H**
ABW10,Radio Parade,1935,D:A.Woods,PN:,SU:,prc,Drame,aw
ABW15,Drake of England,1935,D:A.Woods,PN:,SU:,prc,Drame,aw
DSk10,"April, April",1935,D:Sirk,PN:,SU:,prc,Drame,aw
GvM7,Swedenhielms,1935,D:Molander,PN:,SU:,prc,Romance,aw
BBe1,The Goldiggers of 1935,1935,D:Berkeley,PN:Robert Lord,St:Warners,bnw,Musicale,H**
BeH1,The Scoundrel,1935,D:Hecht,P:MacArthur,St:Paramount,bnw,Drame,H**
CMA1,Crime Without Passion,1935,D:MacArthur,PN:Hecht,"St:Astoria, Paramont",bnw,Suspense,H**
EdK10,The New Adventures of Tarzan,1935,D:Kull,"PN:Dearholt-Stout, Cohen",SU:,bnw,Aventure,aw
EdK15,Tarzan and the Green Goddess,1935,D:Kull,"PN:Dearholt-Stout, Cohen",SU:,bnw,Aventure,aw
GuE10,Walpurgis Night,1935,D:Edgren,PN:,SU:,prc,"Romance, Comédie",aw
GWh10,George White's 1935 Scandals,1935,D:G.White,PN:Winfield Sheean,St:Fox,bnw,"Comédie, Musicale",H*
